species_key	display_name	phylum	n_lcr	n_nterm	n_cterm	pct_nterm	pct_cterm	nterm_or	nterm_p	nterm_sig	cterm_or	cterm_p	cterm_sig	asymmetry_ratio	log_odds_asymmetry	low_conf_asymmetry
chlorobaculum_tepidum_tls_gca_000006985	Chlorobaculum tepidum TLS	Bacteria	13	0	0	0.0	0.0		1.0	False		1.0	False		0.0	True
chloroflexus_aurantiacus_j_10_fl_gca_000018865	Chloroflexus aurantiacus J-10-fl	Bacteria	52	14	5	26.92	9.62	9.026	0.001111	True	2.606	0.226398	False	2.8	0.9694	True
chondrus_crispus	Chondrus crispus	Rhodophyta	392	23	24	5.87	6.12	1.22	0.320389	False	1.277	0.26825	False	0.958	-0.0417	False
chroomonas_mesostigmatica_ccmp1168_gca_000286095	Chroomonas mesostigmatica CCMP1168	Cryptophyta	8	0	1	0.0	12.5		1.0	False	inf	0.533333	False	0.0	-1.0986	True
chrysoperla_carnea_gca905475395v1rs	Chrysoperla carnea	Insecta	661	55	65	8.32	9.83	1.724	0.010217	True	2.072	0.000537	True	0.846	-0.1657	False
cimex_lectularius	Cimex lectularius	Insecta	511	57	62	11.15	12.13	2.436	0.00016	True	2.679	2.3e-05	True	0.919	-0.0834	False
cinnamomum_kanehirae	Cinnamomum micranthum f. kanehirae	Viridiplantae	1776	292	146	16.44	8.22	3.772	0.0	True	1.717	5.5e-05	True	2.0	0.6914	False
citrullus_lanatus	Citrullus lanatus	Viridiplantae	1373	196	94	14.28	6.85	3.193	0.0	True	1.409	0.021539	True	2.085	0.7321	False
citrus_clementina	Citrus clementina	Viridiplantae	1398	225	94	16.09	6.72	3.692	0.0	True	1.387	0.026502	True	2.394	0.8697	False
closterium_nies54	Closterium sp. NIES-54	Viridiplantae	22504	1158	1067	5.15	4.74	1.031	0.246267	False	0.946	0.902017	False	1.085	0.0818	False
clostridioides_difficile	Clostridioides difficile	Bacteria	26	2	0	7.69	0.0	2.0	0.515006	False	0.0	1.0	False		1.6094	True
clytia_hemisphaerica_gca902728285	Clytia hemisphaerica	Cnidaria	950	80	81	8.42	8.53	1.765	0.001607	True	1.789	0.001229	True	0.988	-0.0123	False
coccomyxa_subellipsoidea	Coccomyxa subellipsoidea C-169	Chlorophyta	348	21	42	6.03	12.07	1.247	0.311857	False	2.664	0.000493	True	0.5	-0.6815	False
coffea_canephora	Coffea canephora	Viridiplantae	1191	198	79	16.62	6.63	3.822	0.0	True	1.362	0.048166	True	2.506	0.915	False
contarinia_nasturtii_gca009176525v2rs	Contarinia nasturtii	Insecta	961	69	87	7.18	9.05	1.47	0.028364	True	1.891	0.000331	True	0.793	-0.2303	False
convolutriloba_macropyga	Convolutriloba macropyga	Xenacoelomorpha	941	102	95	10.84	10.1	2.31	2e-06	True	2.134	1.8e-05	True	1.074	0.0707	False
copidosoma_floridanum_gca000648655v2	Copidosoma floridanum	Insecta	1334	134	108	10.04	8.1	2.144	0.0	True	1.691	0.000635	True	1.241	0.2148	False
corchorus_capsularis	Corchorus capsularis	Viridiplantae	1304	192	86	14.72	6.6	3.289	0.0	True	1.345	0.047115	True	2.233	0.8	False
coremacera_marginata_gca914767935v1	Coremacera marginata	Insecta	1470	140	96	9.52	6.53	2.013	1e-06	True	1.336	0.040914	True	1.458	0.3757	False
corylus_avellana	Corylus avellana	Viridiplantae	1358	246	94	18.11	6.92	4.259	0.0	True	1.432	0.017376	True	2.617	0.9588	False
corymbia_citriodora	Corymbia citriodora	Viridiplantae	1931	392	118	20.3	6.11	4.866	0.0	True	1.243	0.070274	False	3.322	1.1976	False
cotesia_glomerata_gca020080835v1	Cotesia glomerata	Insecta	1098	64	96	5.83	8.74	1.196	0.198643	False	1.851	0.000249	True	0.667	-0.4029	False
coxiella_burnetii_rsa_493_gca_000007765	Coxiella burnetii RSA 493	Bacteria	9	2	0	22.22	0.0	inf	0.264706	False		1.0	False		1.6094	True
crassostrea_angulata_gca025612915v2rs	Crassostrea angulata	Mollusca	1014	74	112	7.3	11.05	1.516	0.016563	True	2.391	0.0	True	0.661	-0.4122	False
crassostrea_virginica_gca002022765v4	Crassostrea virginica	Mollusca	1331	102	166	7.66	12.47	1.589	0.00261	True	2.729	0.0	True	0.614	-0.4851	False
cryptococcus_neoformans	Cryptococcus neoformans	Fungi	304	19	26	6.25	8.55	1.28	0.301982	False	1.796	0.053589	False	0.731	-0.3067	False
cryptomeria_japonica	Cryptomeria japonica	Viridiplantae	1440	169	131	11.74	9.1	2.526	0.0	True	1.901	1.1e-05	True	1.29	0.2538	False
cryptomonas_paramecium_gca_000194455	Cryptomonas paramecium str. CCAP977/2A	Cryptophyta	2	0	1	0.0	50.0		1.0	False	inf	0.666667	False	0.0	-1.0986	True
cryptosporidium_andersoni_gca_001865355	Cryptosporidium andersoni	Apicomplexa	127	13	11	10.24	8.66	2.281	0.077988	False	1.897	0.161792	False	1.182	0.1603	False
cryptosporidium_meleagridis_gca_001593445	Cryptosporidium meleagridis str. UKMEL1	Apicomplexa	180	6	11	3.33	6.11	0.655	0.854313	False	1.237	0.409351	False	0.545	-0.5705	False
cryptosporidium_muris_rn66_gca_000006515	Cryptosporidium muris RN66	Apicomplexa	126	13	8	10.32	6.35	2.282	0.077942	False	1.345	0.398221	False	1.625	0.4626	True
cryptosporidium_parvum_iowa_ii_gca_000165345	Cryptosporidium parvum Iowa II	Apicomplexa	229	11	23	4.8	10.04	0.995	0.590327	False	2.203	0.02502	True	0.478	-0.7147	False
cryptosporidium_ubiquitum_gca_001865345	Cryptosporidium ubiquitum	Apicomplexa	204	8	16	3.92	7.84	0.788	0.768018	False	1.643	0.158563	False	0.5	-0.6633	False
cryptotermes_secundus_gca002891405v2rs	Cryptotermes secundus	Insecta	866	77	75	8.89	8.66	1.866	0.000865	True	1.813	0.001517	True	1.027	0.0261	False
ctenocephalides_felis_gca003426905v1rs	Ctenocephalides felis	Insecta	640	50	69	7.81	10.78	1.61	0.025866	True	2.296	8.2e-05	True	0.725	-0.3194	False
cucumis_melo	Cucumis melo	Viridiplantae	1520	227	92	14.93	6.05	3.336	0.0	True	1.224	0.116855	False	2.467	0.8999	False
cucumis_sativus	Cucumis sativus	Viridiplantae	1482	213	92	14.37	6.21	3.191	0.0	True	1.258	0.087856	False	2.315	0.8364	False
culex_pipiens_gca016801865v2rs	Culex pipiens pallens	Insecta	1827	177	207	9.69	11.33	2.045	0.0	True	2.436	0.0	True	0.855	-0.1562	False
culex_quinquefasciatus_gca015732765v1vb	Culex quinquefasciatus	Insecta	1746	166	193	9.51	11.05	2.002	0.0	True	2.368	0.0	True	0.86	-0.1503	False
culicoides_brevitarsis_gca036172545v1rs	Culicoides brevitarsis	Insecta	626	73	67	11.66	10.7	2.529	1.1e-05	True	2.297	0.000104	True	1.09	0.0852	False
culicoides_sonorensis	Culicoides sonorensis	Insecta	901	79	81	8.77	8.99	1.826	0.001034	True	1.877	0.000588	True	0.975	-0.0248	False
cutibacterium_acnes_kpa171202_gca_000008345	Cutibacterium acnes KPA171202	Bacteria	20	3	2	15.0	10.0	3.353	0.302495	False	2.111	0.5	False	1.5	0.3365	True
cyanidioschyzon_merolae	Cyanidioschyzon merolae	Rhodophyta	383	20	28	5.22	7.31	1.053	0.503362	False	1.507	0.115841	False	0.714	-0.3295	False
cyclospora_cayetanensis_gca_000769155	Cyclospora cayetanensis str. CHN_HEN01	Apicomplexa	475	28	24	5.89	5.05	1.228	0.285207	False	1.043	0.50297	False	1.167	0.1512	False
cydia_pomonella_gca033807575v1rs	Cydia pomonella	Insecta	673	74	83	11.0	12.33	2.392	2.4e-05	True	2.724	1e-06	True	0.892	-0.114	False
cylas_formicarius_gca029955315v1rs	Cylas formicarius	Insecta	454	53	40	11.67	8.81	2.589	0.000131	True	1.893	0.012593	True	1.325	0.2784	False
cynara_cardunculus_gca001531365v2gb	Cynara cardunculus Scolymus	Viridiplantae	1679	260	132	15.49	7.86	3.521	0.0	True	1.64	0.000348	True	1.97	0.676	False
cystoisospora_suis_gca_002600585	Cystoisospora suis str. Wien I	Apicomplexa	1663	130	148	7.82	8.9	1.613	0.000549	True	1.858	6e-06	True	0.878	-0.1292	False
daktulosphaira_vitifoliae_gca025091365v1rs	Daktulosphaira vitifoliae	Insecta	599	58	62	9.68	10.35	2.104	0.000866	True	2.265	0.000221	True	0.935	-0.0661	False
danaus_plexippus	Danaus plexippus	Insecta	488	47	48	9.63	9.84	2.056	0.003259	True	2.105	0.002344	True	0.979	-0.0208	False
danaus_plexippus_gca018135715v1	Danaus plexippus	Insecta	508	48	50	9.45	9.84	2.012	0.003672	True	2.105	0.001916	True	0.96	-0.0404	False
daphnia_carinata_gca022539665v4rs	Daphnia carinata	Crustacea	1156	80	80	6.92	6.92	1.432	0.02646	True	1.432	0.02646	True	1.0	0.0	False
daphnia_magna_gca020631705v2	Daphnia magna	Crustacea	1355	105	94	7.75	6.94	1.614	0.001752	True	1.432	0.01737	True	1.117	0.1101	False
daphnia_pulex_gca021134715v1rs	Daphnia pulex	Crustacea	1673	155	119	9.26	7.11	1.955	1e-06	True	1.466	0.005523	True	1.303	0.2633	False
daphnia_pulicaria_gca021234035v2rs	Daphnia pulicaria	Crustacea	1750	171	126	9.77	7.2	2.069	0.0	True	1.482	0.003591	True	1.357	0.3043	False
daucus_carota	Daucus carota	Viridiplantae	1056	157	85	14.87	8.05	3.369	0.0	True	1.688	0.002311	True	1.847	0.6109	False
deinococcus_radiodurans	Deinococcus radiodurans	Bacteria	38	10	3	26.32	7.89	12.857	0.003817	True	3.086	0.317534	False	3.333	1.0986	True
dendroctonus_ponderosae_gca020466585v2rs	Dendroctonus ponderosae	Insecta	438	55	55	12.56	12.56	2.845	3.1e-05	True	2.845	3.1e-05	True	1.0	0.0	False
dendronephthya_gigantea_gca004324835v1	Dendronephthya gigantea	Cnidaria	625	66	80	10.56	12.8	2.259	0.000148	True	2.808	1e-06	True	0.825	-0.1911	False
dermacentor_andersoni_gca023375885v2rs	Dermacentor andersoni	Chelicerata	1216	127	108	10.44	8.88	2.245	0.0	True	1.876	8e-05	True	1.176	0.1614	False
dermacentor_silvarum_gca013339745v2rs	Dermacentor silvarum	Chelicerata	1396	133	109	9.53	7.81	2.024	2e-06	True	1.628	0.001237	True	1.22	0.1982	False
dermatophagoides_pteronyssinus_gca001901225v2	Dermatophagoides pteronyssinus	Chelicerata	2957	338	253	11.43	8.56	2.466	0.0	True	1.788	0.0	True	1.336	0.2892	False
desulfovibrio_vulgaris_str_hildenborough_gca_000195755	Desulfovibrio vulgaris str. Hildenborough	Bacteria	33	5	3	15.15	9.09	5.536	0.105356	False	3.1	0.318315	False	1.667	0.452	True
diabrotica_virgifera_gca917563875v2rs	Diabrotica virgifera virgifera	Insecta	532	60	52	11.28	9.77	2.469	9.1e-05	True	2.104	0.001571	True	1.154	0.1418	False
diaphorina_citri_gca000475195v1rs	Diaphorina citri	Insecta	628	41	56	6.53	8.92	1.343	0.13881	False	1.882	0.003754	True	0.732	-0.3085	False
dictyoglomus_turgidum_dsm_6724_gca_000021645	Dictyoglomus turgidum DSM 6724	Bacteria	12	2	2	16.67	16.67	inf	0.26087	False	inf	0.26087	False	1.0	0.0	True
dictyostelium_discoideum	Dictyostelium discoideum	Amoebozoa	5797	374	291	6.45	5.02	1.314	0.000388	True	1.007	0.483861	False	1.285	0.2506	False
dictyostelium_purpureum_gca_000190715	Dictyostelium purpureum str. QSDP1	Amoebozoa	1855	220	140	11.86	7.55	2.577	0.0	True	1.563	0.000706	True	1.571	0.4507	False
digitaria_exilis	Digitaria exilis	Viridiplantae	796	158	34	19.85	4.27	4.801	0.0	True	0.865	0.765488	False	4.647	1.5248	False
dimorphilus_gyrociliatus_gca904063045v1	Dimorphilus gyrociliatus	Annelida	526	27	51	5.13	9.7	1.038	0.502848	False	2.061	0.002173	True	0.529	-0.6274	False
dinothrombium_tinctorium	Dinothrombium tinctorium	Chelicerata	604	47	60	7.78	9.93	1.612	0.029948	True	2.107	0.000703	True	0.783	-0.2419	False
diorhabda_carinulata_gca026250575v1rs	Diorhabda carinulata	Insecta	391	34	40	8.7	10.23	1.86	0.023273	True	2.225	0.003269	True	0.85	-0.1603	False
diorhabda_sublineata_gca026230105v1rs	Diorhabda sublineata	Insecta	379	38	42	10.03	11.08	2.229	0.004035	True	2.493	0.000914	True	0.905	-0.0988	False
dioscorea_rotundata	Dioscorea rotundata	Viridiplantae	2036	316	135	15.52	6.63	3.518	0.0	True	1.36	0.013481	True	2.341	0.8484	False
diphasiastrum_complanatum	Diphasiastrum complanatum	Viridiplantae	1134	275	73	24.25	6.44	6.157	0.0	True	1.323	0.074039	False	3.767	1.3213	False
diuraphis_noxia_gca001186385v1	Diuraphis noxia	Insecta	938	74	70	7.89	7.46	1.659	0.005382	True	1.562	0.013751	True	1.057	0.0552	False
dreissena_polymorpha_gca020536995v1rs	Dreissena polymorpha	Mollusca	1258	106	151	8.43	12.0	1.773	0.000285	True	2.629	0.0	True	0.702	-0.3524	False
drosophila_albomicans_gca009650485v2rs	Drosophila albomicans	Insecta	2667	311	164	11.66	6.15	2.514	0.0	True	1.248	0.036804	True	1.896	0.6385	False
drosophila_ananassae_gca017639315v2rs	Drosophila ananassae	Insecta	1870	220	117	11.76	6.26	2.546	0.0	True	1.275	0.05148	False	1.88	0.6295	False
drosophila_arizonae_gca001654025v1rs	Drosophila arizonae	Insecta	2517	253	167	10.05	6.63	2.138	0.0	True	1.359	0.006721	True	1.515	0.4144	False
drosophila_biarmipes_gca025231255v1rs	Drosophila biarmipes	Insecta	1705	165	127	9.68	7.45	2.041	0.0	True	1.533	0.001802	True	1.299	0.2609	False
drosophila_bipectinata_gca030179905v2rs	Drosophila bipectinata	Insecta	1665	177	111	10.63	6.67	2.266	0.0	True	1.361	0.022992	True	1.595	0.4649	False
drosophila_busckii_gca011750605v1rs	Drosophila busckii	Insecta	2277	294	149	12.91	6.54	2.838	0.0	True	1.34	0.013001	True	1.973	0.678	False
drosophila_elegans_gca018152505v1rs	Drosophila elegans	Insecta	2098	209	132	9.96	6.29	2.12	0.0	True	1.287	0.035404	True	1.583	0.4581	False
drosophila_erecta_gca003286155v2rs	Drosophila erecta	Insecta	1642	159	106	9.68	6.46	2.038	0.0	True	1.312	0.042291	True	1.5	0.4039	False
drosophila_eugracilis_gca018153835v1rs	Drosophila eugracilis	Insecta	1721	179	113	10.4	6.57	2.206	0.0	True	1.335	0.028951	True	1.584	0.4584	False
drosophila_ficusphila_gca018152265v1rs	Drosophila ficusphila	Insecta	1908	208	113	10.9	5.92	2.334	0.0	True	1.201	0.113416	False	1.841	0.6081	False
drosophila_grimshawi_gca018153295v1rs	Drosophila grimshawi	Insecta	2899	279	190	9.62	6.55	2.037	0.0	True	1.341	0.005602	True	1.468	0.3834	False
drosophila_guanche_gca900245975v1rs	Drosophila guanche	Insecta	1130	128	72	11.33	6.37	2.448	0.0	True	1.304	0.086823	False	1.778	0.5723	False
drosophila_gunungcola_gca025200985v1rs	Drosophila gunungcola	Insecta	2044	198	135	9.69	6.6	2.041	0.0	True	1.346	0.01617	True	1.467	0.3818	False
drosophila_hydei_gca003285905v2rs	Drosophila hydei	Insecta	2407	250	167	10.39	6.94	2.208	0.0	True	1.42	0.002544	True	1.497	0.4025	False
drosophila_innubila_gca004354385v1rs	Drosophila innubila	Insecta	2528	275	158	10.88	6.25	2.326	0.0	True	1.27	0.029291	True	1.741	0.5528	False
drosophila_kikkawai_gca030179895v2rs	Drosophila kikkawai	Insecta	2135	224	138	10.49	6.46	2.243	0.0	True	1.322	0.020573	True	1.623	0.483	False
drosophila_mauritiana_gca004382145v1rs	Drosophila mauritiana	Insecta	1583	172	104	10.87	6.57	2.319	0.0	True	1.338	0.033994	True	1.654	0.5012	False
drosophila_melanogaster	Drosophila melanogaster	Insecta	1686	185	120	10.97	7.12	2.349	0.0	True	1.46	0.005723	True	1.542	0.4314	False
drosophila_miranda_gca003369915v2rs	Drosophila miranda	Insecta	2552	268	167	10.5	6.54	2.24	0.0	True	1.336	0.009585	True	1.605	0.4719	False
drosophila_mojavensis_gca018153725v1rs	Drosophila mojavensis	Insecta	2687	266	166	9.9	6.18	2.092	0.0	True	1.254	0.032904	True	1.602	0.4704	False
drosophila_montana_gca035044405v1rs	Drosophila montana	Insecta	2710	260	169	9.59	6.24	2.023	0.0	True	1.268	0.025819	True	1.538	0.4297	False
drosophila_nasuta_gca023558535v2rs	Drosophila nasuta	Insecta	243	26	17	10.7	7.0	2.296	0.013913	True	1.442	0.225543	False	1.529	0.4149	False
drosophila_navojoa_gca001654015v2rs	Drosophila navojoa	Insecta	2681	252	174	9.4	6.49	1.971	0.0	True	1.319	0.011071	True	1.448	0.3695	False
drosophila_novamexicana_gca003285875v3rs	Drosophila novamexicana	Insecta	2448	272	160	11.11	6.54	2.382	0.0	True	1.333	0.011646	True	1.7	0.5293	False
drosophila_obscura_gca018151105v1rs	Drosophila obscura	Insecta	2371	232	134	9.78	5.65	2.07	0.0	True	1.143	0.16662	False	1.731	0.5473	False
drosophila_persimilis_gca003286085v2rs	Drosophila persimilis	Insecta	2134	241	135	11.29	6.33	2.435	0.0	True	1.291	0.031834	True	1.785	0.5779	False
drosophila_pseudoobscura_gca009870125v2rs	Drosophila pseudoobscura	Insecta	2125	242	130	11.39	6.12	2.447	0.0	True	1.241	0.062084	False	1.862	0.6196	False
drosophila_rhopaloa_gca018152115v1rs	Drosophila rhopaloa	Insecta	1817	190	142	10.46	7.82	2.24	0.0	True	1.626	0.000262	True	1.338	0.2903	False
drosophila_santomea_gca016746245v2rs	Drosophila santomea	Insecta	1786	195	124	10.92	6.94	2.336	0.0	True	1.422	0.008149	True	1.573	0.4513	False
drosophila_sechellia_gca004382195v2rs	Drosophila sechellia	Insecta	1623	175	105	10.78	6.47	2.299	0.0	True	1.316	0.041457	True	1.667	0.5089	False
drosophila_serrata_gca002093755v2rs	Drosophila serrata	Insecta	2193	258	143	11.76	6.52	2.548	0.0	True	1.333	0.016186	True	1.804	0.5886	False
drosophila_simulans_gca016746395v2rs	Drosophila simulans	Insecta	1634	185	114	11.32	6.98	2.446	0.0	True	1.437	0.009066	True	1.623	0.4825	False
drosophila_subobscura_gca008121235v1rs	Drosophila subobscura	Insecta	2186	248	128	11.34	5.86	2.437	0.0	True	1.185	0.115299	False	1.938	0.6595	False
drosophila_subpulchrella_gca014743375v2rs	Drosophila subpulchrella	Insecta	1507	155	94	10.29	6.24	2.187	0.0	True	1.269	0.077606	False	1.649	0.498	False
drosophila_sulfurigaster_gca023558435v2rs	Drosophila sulfurigaster albostrigata	Insecta	2746	321	163	11.69	5.94	2.52	0.0	True	1.201	0.069211	False	1.969	0.6762	False
drosophila_suzukii_gca037355615v1rs	Drosophila suzukii	Insecta	1789	179	118	10.01	6.6	2.122	0.0	True	1.348	0.022586	True	1.517	0.4153	False
drosophila_takahashii_gca030179915v2rs	Drosophila takahashii	Insecta	2011	203	151	10.09	7.51	2.145	0.0	True	1.551	0.000548	True	1.344	0.2951	False
drosophila_teissieri_gca016746235v2rs	Drosophila teissieri	Insecta	1753	175	123	9.98	7.02	2.122	0.0	True	1.444	0.006363	True	1.423	0.3514	False
drosophila_tropicalis_gca018151085v1rs	Drosophila tropicalis	Insecta	2751	269	189	9.78	6.87	2.067	0.0	True	1.407	0.001785	True	1.423	0.3522	False
drosophila_virilis_gca030788295v1rs	Drosophila virilis	Insecta	2811	300	166	10.67	5.91	2.279	0.0	True	1.197	0.071197	False	1.807	0.5905	False
drosophila_willistoni_gca018902025v2rs	Drosophila willistoni	Insecta	2970	296	224	9.97	7.54	2.11	0.0	True	1.555	2.8e-05	True	1.321	0.2782	False
drosophila_yakuba_gca016746365v2rs	Drosophila yakuba	Insecta	1713	197	115	11.5	6.71	2.487	0.0	True	1.377	0.017356	True	1.713	0.5365	False
dufourea_novaeangliae_gca001272555v1rs	Dufourea novaeangliae	Insecta	771	69	66	8.95	8.56	1.893	0.001279	True	1.803	0.003001	True	1.045	0.0441	False
echinochloa_crusgalli	Echinochloa crus-galli	Viridiplantae	8691	1659	507	19.09	5.83	4.488	0.0	True	1.178	0.007922	True	3.272	1.1848	False
echinococcus_granulosus_gca000524195v1rs	Echinococcus granulosus	Platyhelminthes	896	40	74	4.46	8.26	0.904	0.713523	False	1.741	0.002825	True	0.541	-0.6095	False
ectocarpus_siliculosus_gca_000310025	Ectocarpus siliculosus str. Ec 32	Protist	2961	191	229	6.45	7.73	1.31	0.009424	True	1.593	1e-05	True	0.834	-0.181	False
eimeria_acervulina_gca_000499425	Eimeria acervulina	Apicomplexa	5585	497	256	8.9	4.58	1.857	0.0	True	0.913	0.856683	False	1.941	0.6625	False
eimeria_brunetti_gca_000499725	Eimeria brunetti	Apicomplexa	9775	629	462	6.43	4.73	1.309	8e-06	True	0.944	0.815858	False	1.361	0.3083	False
eimeria_maxima_gca_000499605	Eimeria maxima str. Weybridge	Apicomplexa	4752	429	247	9.03	5.2	1.89	0.0	True	1.044	0.338159	False	1.737	0.5512	False
eimeria_mitis	Eimeria mitis	Apicomplexa	10963	711	560	6.49	5.11	1.318	1e-06	True	1.023	0.367846	False	1.27	0.2385	False
eimeria_praecox_gca_000499445	Eimeria praecox	Apicomplexa	8281	523	331	6.32	4.0	1.281	0.000139	True	0.791	0.999194	False	1.58	0.4569	False
eimeria_tenella_gca_000499545	Eimeria tenella str. Houghton	Apicomplexa	5215	365	225	7.0	4.31	1.434	9e-06	True	0.859	0.953199	False	1.622	0.4829	False
emiliania_huxleyi	Emiliania huxleyi	Haptophyta	2821	178	192	6.31	6.81	1.28	0.019064	True	1.388	0.002359	True	0.927	-0.0755	False
entamoeba_dispar_saw760_gca_000209125	Entamoeba dispar SAW760	Amoebozoa	504	24	78	4.76	15.48	0.956	0.617783	False	3.501	0.0	True	0.308	-1.1644	False
entamoeba_histolytica	Entamoeba histolytica	Amoebozoa	206	9	38	4.37	18.45	0.891	0.684098	False	4.411	1.2e-05	True	0.237	-1.3994	False
entamoeba_invadens_ip1_gca_000330505	Entamoeba invadens IP1	Amoebozoa	145	20	18	13.79	12.41	3.131	0.007366	True	2.774	0.01808	True	1.111	0.1027	False
entamoeba_nuttalli_p19_gca_000257125	Entamoeba nuttalli P19	Amoebozoa	174	9	47	5.17	27.01	1.125	0.504926	False	7.633	0.0	True	0.191	-1.6094	False
enterobacter_cloacae_subsp_cloacae_atcc_13047_gca_000025565	Enterobacter cloacae subsp. cloacae ATCC 13047	Bacteria	34	1	6	2.94	17.65	0.97	0.761194	False	6.857	0.05722	False	0.167	-1.4663	True
enterococcus_faecalis_v583_gca_000007785	Enterococcus faecalis V583	Bacteria	24	2	2	8.33	8.33	2.0	0.516312	False	2.0	0.516312	False	1.0	0.0	True
ephydatia_muelleri	Ephydatia muelleri	Porifera	1466	85	116	5.8	7.91	1.174	0.18534	False	1.638	0.000776	True	0.733	-0.3094	False
eragrostis_curvula	Eragrostis curvula	Viridiplantae	3153	675	155	21.41	4.92	5.196	0.0	True	0.986	0.570262	False	4.355	1.4688	False
eragrostis_tef	Eragrostis tef	Viridiplantae	4312	869	235	20.15	5.45	4.808	0.0	True	1.098	0.179455	False	3.698	1.3062	False
eriocheir_sinensis_gca024679095v1rs	Eriocheir sinensis	Crustacea	4006	505	303	12.61	7.56	2.744	0.0	True	1.557	1e-06	True	1.667	0.5102	False
escherichia_coli_k12	Escherichia coli K12	Bacteria	26	3	3	11.54	11.54	3.13	0.319928	False	3.13	0.319928	False	1.0	0.0	True
eucalyptus_grandis	Eucalyptus grandis	Viridiplantae	2021	400	91	19.79	4.5	4.688	0.0	True	0.896	0.792985	False	4.396	1.4764	False
eufriesea_mexicana_gca001483705v2rs	Eufriesea mexicana	Insecta	852	78	52	9.15	6.1	1.941	0.000438	True	1.252	0.171294	False	1.5	0.4023	False
eurytemora_carolleeae_gca000591075v1rs	Eurytemora carolleeae	Crustacea	984	78	112	7.93	11.38	1.641	0.005064	True	2.448	0.0	True	0.696	-0.3599	False
eutrema_salsugineum	Eutrema salsugineum	Viridiplantae	1692	248	136	14.66	8.04	3.286	0.0	True	1.672	0.000182	True	1.824	0.5991	False
exaiptasia_diaphana_gca001417965v1	Exaiptasia diaphana	Cnidaria	865	80	94	9.25	10.87	1.946	0.000359	True	2.328	4e-06	True	0.851	-0.1603	False
ficus_carica	Ficus carica	Viridiplantae	2603	330	135	12.68	5.19	2.761	0.0	True	1.04	0.401703	False	2.444	0.8916	False
flavobacterium_psychrophilum_jip02_86_gca_000064305	Flavobacterium psychrophilum JIP02/86	Bacteria	10	0	4	0.0	40.0		1.0	False	inf	0.05418	False	0.0	-2.1972	True
folsomia_candida	Folsomia candida	Collembola	1879	212	186	11.28	9.9	2.441	0.0	True	2.109	0.0	True	1.14	0.1305	False
fonticula_alba_gca_000388065	Fonticula alba str. ATCC 38817	Protist	1056	84	82	7.95	7.77	1.667	0.002958	True	1.624	0.004781	True	1.024	0.024	False
fragilariopsis_cylindrus_ccmp1102_gca_001750085	Fragilariopsis cylindrus CCMP1102	Bacillariophyta	4471	471	229	10.53	5.12	2.243	0.0	True	1.028	0.405599	False	2.057	0.72	False
francisella_tularensis_subsp_tularensis_schu_s4_gca_000008985	Francisella tularensis subsp. tularensis SCHU S4 str. Schu S4	Bacteria	12	2	1	16.67	8.33	inf	0.26087	False	inf	0.521739	False	2.0	0.5108	True
fraxinus_excelsior	Fraxinus excelsior	Viridiplantae	1462	217	112	14.84	7.66	3.314	0.0	True	1.577	0.001924	True	1.938	0.6592	False
fusobacterium_nucleatum_subsp_nucleatum_atcc_25586_gca_000007325	Fusobacterium nucleatum subsp. nucleatum ATCC 25586	Bacteria	12	2	0	16.67	0.0	inf	0.26087	False		1.0	False		1.6094	True
galdieria_sulphuraria	Galdieria sulphuraria	Rhodophyta	215	14	22	6.51	10.23	1.421	0.268583	False	2.325	0.021584	True	0.636	-0.4394	False
galendromus_occidentalis_gca000255335v2rs	Galendromus occidentalis	Chelicerata	583	46	59	7.89	10.12	1.633	0.02824	True	2.147	0.000614	True	0.78	-0.2465	False
gardnerella_vaginalis_0288e_gca_000263555	Gardnerella vaginalis 0288E	Bacteria	9	2	1	22.22	11.11	inf	0.264706	False	inf	0.529412	False	2.0	0.5108	True
geobacter_sulfurreducens_pca_gca_000007985	Geobacter sulfurreducens PCA	Bacteria	32	7	2	21.88	6.25	8.4	0.029657	True	2.0	0.5121	False	3.5	1.0986	True
giardia_intestinalis	Giardia intestinalis	Metamonada	86	4	12	4.65	13.95	0.988	0.646516	False	3.284	0.033404	True	0.333	-1.0217	False
giardia_intestinalis_atcc_50581_gca_000182405	Giardia duodenalis ATCC 50581	Metamonada	89	7	13	7.87	14.61	1.793	0.2743	False	3.592	0.020483	True	0.538	-0.5878	False
giardia_lamblia_p15_gca_000182665	Giardia lamblia P15	Metamonada	90	8	11	8.89	12.22	2.073	0.190916	False	2.959	0.053911	False	0.727	-0.3023	False
gigantopelta_aegis_gca016097555v1	Gigantopelta aegis	Mollusca	1031	86	95	8.34	9.21	1.747	0.00129	True	1.948	0.000104	True	0.905	-0.099	False
globisporangium_ultimum	Globisporangium ultimum DAOM BR144	Oomycota	752	122	80	16.22	10.64	3.737	0.0	True	2.297	2.3e-05	True	1.525	0.4199	False
gloeobacter_violaceus_pcc_7421_gca_000011385	Gloeobacter violaceus PCC 7421	Bacteria	54	4	4	7.41	7.41	2.04	0.348173	False	2.04	0.348173	False	1.0	0.0	True
glossina_austeni	Glossina austeni	Insecta	2716	159	175	5.85	6.44	1.188	0.084363	False	1.316	0.011302	True	0.909	-0.0956	False
glossina_brevipalpis	Glossina brevipalpis	Insecta	1936	122	125	6.3	6.46	1.288	0.040904	True	1.322	0.026341	True	0.976	-0.0242	False
